account   age,merchant,amount
3,M348934600,29.13
4,M1823072687,17.26
1,M348934600,58.62
1,M1823072687,13.73
2,M348934600,11.92
6,M1823072687,9.79
1,M348934600,11.33
5,M1823072687,14.77
3,M348934600,44.34
4,M1842530320,11.62
4,M348934600,25.35
2,M1823072687,70.04
4,M85975013,59.88
2,M1823072687,23.18
2,M151143676,21.34
2,M1823072687,3.3
2,M348934600,51.01
6,M348934600,9.33
3,M1823072687,23.5
4,M1823072687,16.97
2,M348934600,15.5
2,M348934600,45.4
2,M1823072687,46.61
2,M1823072687,48.4
4,M1823072687,69.72
3,M1823072687,9.17
3,M1823072687,16.69
2,M1823072687,9.11
4,M348934600,39.86
2,M1823072687,8.15
2,M85975013,35.16
4,M348934600,33.83
5,M1823072687,56.54
1,M1823072687,2.94
2,M1823072687,24.35
3,M348934600,26.9
5,M1823072687,2.26
3,M1823072687,25.6
2,M1823072687,27.63
0,M1823072687,49.74
3,M1823072687,10.87
2,M85975013,37.66
1,M1823072687,40.35
2,M348934600,42.5
4,M1823072687,21.14
4,M1823072687,28.96
3,M348934600,22.72
3,M1823072687,24.55
1,M348934600,40.22
1,M348934600,55.54
1,M348934600,3.09
1,M348934600,29.14
1,M1823072687,38.18
3,M348934600,11.14
2,M1823072687,6.59
2,M1823072687,20.98
1,M348934600,58.87
2,M1823072687,15.85
2,M348934600,29.31
3,M1823072687,15.72
3,M348934600,24.16
5,M1823072687,21.81
5,M1823072687,38.33
1,M1823072687,4.94
5,M1823072687,67.6
4,M348934600,42.11
4,M1823072687,42.65
3,M348934600,10.82
3,M1823072687,7.66
3,M1823072687,18.89
2,M348934600,39.47
4,M480139044,85.74
4,M1053599405,43.97
6,M1823072687,4.92
3,M1823072687,6.99
4,M348934600,26.82
4,M348934600,30.9
2,M348934600,5
3,M1823072687,22.61
2,M85975013,48.96
2,M348934600,23.04
2,M85975013,17.19
3,M1823072687,2.27
5,M348934600,12.32
2,M1823072687,10.73
4,M1823072687,51.46
3,M1823072687,22.14
4,M840466850,2.54
4,M348934600,9.35
2,M348934600,16
4,M1823072687,1.01
1,M85975013,36.32
1,M348934600,16.16
2,M348934600,29.06
5,M1823072687,41.62
1,M348934600,0.31
5,M1823072687,32.6
5,M348934600,6.16
2,M348934600,17.78
3,M1823072687,54.74
2,M348934600,2.85
2,M348934600,46.14
2,M1823072687,2.56
4,M348934600,11.27
2,M348934600,39.86
4,M348934600,4.03
3,M1823072687,22.69
3,M348934600,24.83
3,M1823072687,11.99
3,M348934600,21.7
5,M1946091778,70.48
2,M1823072687,7.36
4,M1823072687,13
2,M1823072687,57.15
6,M348934600,32.58
4,M855959430,23.02
3,M348934600,18.67
3,M1823072687,12.04
6,M855959430,85.74
1,M1053599405,85.74
1,M348934600,5.51
3,M1823072687,37.3
5,M1053599405,85.74
5,M1913465890,58.75
3,M348934600,21.24
4,M1823072687,63.79
2,M348934600,6.35
1,M1823072687,7.63
4,M1823072687,4.11
3,M1823072687,0.07
4,M348934600,18.09
1,M348934600,9.57
6,M1823072687,12.77
4,M1823072687,30.92
6,M1823072687,34.94
2,M348934600,27.09
3,M348934600,21.82
3,M1823072687,59.93
1,M1823072687,37.52
2,M348934600,9.2
2,M348934600,27.1
3,M1823072687,5.05
2,M348934600,26.28
4,M348934600,8.58
3,M1823072687,49.47
3,M1823072687,16.05
3,M348934600,14.16
2,M348934600,20.85
3,M348934600,66.24
3,M1823072687,39.2
2,M85975013,62.75
3,M348934600,22.15
3,M348934600,0.36
6,M348934600,33.14
2,M1823072687,20.44
5,M348934600,12.04
1,M1198415165,77
2,M1823072687,27.86
3,M1823072687,39.78
2,M1823072687,29.73
4,M1823072687,50.9
5,M1823072687,2.91
4,M348934600,23.01
4,M1823072687,26.68
6,M348934600,36.91
2,M151143676,25
2,M1823072687,35.4
3,M348934600,21.51
2,M1823072687,27.83
2,M348934600,15.77
3,M348934600,17.62
3,M1823072687,8.74
3,M348934600,27.09
4,M1823072687,30.3
2,M1823072687,64.18
3,M151143676,14.54
2,M348934600,32.24
5,M85975013,21.44
3,M348934600,5.45
2,M348934600,63.68
5,M348934600,13.19
2,M1823072687,23.34
2,M1823072687,29.6
1,M1823072687,30.07
2,M348934600,26.67
2,M1823072687,59.58
3,M1823072687,4.72
4,M348934600,15.71
3,M1823072687,50.11
3,M1823072687,11.59
4,M1823072687,43.78
5,M1823072687,50.86
4,M1823072687,20.46
1,M1823072687,21.94
1,M1823072687,11.93
2,M1823072687,8.7
3,M85975013,1.69
2,M348934600,2.54
3,M348934600,34.64
4,M348934600,7.66
4,M348934600,51.88
2,M1823072687,25.46
6,M348934600,30.01
4,M1823072687,11.74
2,M348934600,7.59
2,M1823072687,14.65
3,M348934600,45.99
3,M1823072687,37.22
1,M1872033263,75.85
5,M209847108,0.51
2,M348934600,11.84
3,M1823072687,26.78
2,M1823072687,2.1
3,M1823072687,57.96
2,M1823072687,63.25
1,M1823072687,28.14
2,M348934600,21.83
4,M1823072687,23.77
2,M85975013,37.98
3,M348934600,0.94
2,M348934600,51.37
2,M151143676,29.32
3,M1823072687,26.06
1,M348934600,16.98
2,M348934600,25.69
3,M348934600,8.6
5,M151143676,42.74
5,M1823072687,28.6
3,M348934600,28.15
2,M1823072687,13.03
2,M348934600,30.74
2,M209847108,8.12
2,M78078399,85.74
4,M1823072687,20.54
4,M348934600,32.33
5,M677738360,3.09
4,M1823072687,5.56
2,M348934600,27.05
4,M348934600,7.02
2,M348934600,9.55
4,M1823072687,5.18
2,M348934600,34.75
2,M1823072687,36.53
3,M1053599405,17.2
3,M1913465890,85.74
4,M348934600,4.62
3,M1823072687,43.96
3,M1823072687,64.9
4,M1823072687,18.77
2,M151143676,63.17
3,M348934600,44.84
3,M1823072687,17.31
6,M348934600,5.61
1,M1823072687,39.96
2,M1053599405,60.38
5,M1823072687,40.65
2,M1823072687,29.52
6,M348934600,13.81
3,M1823072687,10.31
6,M348934600,32.53
5,M348934600,25.11
5,M1823072687,12.14
5,M348934600,17.46
2,M348934600,31.27
1,M1823072687,37.23
4,M348934600,42.04
3,M348934600,22.79
5,M1823072687,6.79
3,M348934600,1.41
4,M1823072687,28.86
4,M348934600,48.01
4,M1600850729,85.74
3,M1823072687,2.7
4,M348934600,44.23
2,M1823072687,43.13
3,M1823072687,7.83
2,M1823072687,29.86
4,M1823072687,31.14
4,M1823072687,6.94
1,M348934600,56.69
4,M348934600,41.22
2,M1823072687,43.67
2,M348934600,3.18
4,M1823072687,28.85
3,M1823072687,27.43
2,M1823072687,27.49
5,M348934600,5.8
3,M1823072687,7.43
3,M1823072687,18.86
2,M1823072687,28.52
5,M348934600,42.79
4,M348934600,24.9
2,M1823072687,42.11
5,M348934600,22.11
2,M1823072687,20.48
1,M151143676,24.31
2,M1053599405,85.74
2,M1913465890,85.74
2,M348934600,14.87
2,M348934600,9.86
3,M348934600,29.23
4,M1823072687,7.73
1,M348934600,8.67
4,M1823072687,22.95
4,M348934600,24.36
4,M1823072687,25
4,M1823072687,33.64
3,M348934600,44.3
5,M348934600,51.54
1,M1823072687,34.19
5,M1823072687,7.92
3,M1053599405,33.79
2,M348934600,30.44
3,M1823072687,36.62
2,M85975013,82.46
3,M1823072687,47.71
2,M1823072687,19.78
3,M348934600,27.83
2,M1823072687,7.31
2,M348934600,30.38
2,M1600850729,25.17
4,M1823072687,49.71
2,M1823072687,31.56
1,M85975013,85.74
3,M151143676,48.49
3,M1823072687,25.29
1,M348934600,43.92
2,M348934600,18.14
1,M1823072687,10.11
2,M1823072687,0.62
4,M348934600,11.36
2,M1649169323,85.74
2,M1649169323,39.31
2,M1823072687,23.45
3,M348934600,32.69
5,M1823072687,27.79
2,M1823072687,27.52
5,M348934600,1.56
1,M348934600,2.88
2,M348934600,21.74
4,M348934600,23.69
5,M1823072687,12.23
3,M348934600,9.15
5,M1823072687,49.46
3,M1823072687,18.2
4,M1823072687,6.76
2,M1823072687,31.03
2,M348934600,12.34
2,M348934600,13.57
3,M348934600,4.29
2,M1823072687,13.03
4,M1823072687,26.4
3,M348934600,7.17
2,M1823072687,4.65
1,M1823072687,29.46
4,M85975013,62.34
4,M348934600,58.19
3,M85975013,20.08
2,M1823072687,16.35
2,M1823072687,30.77
3,M1823072687,22.39
3,M1823072687,59.82
3,M348934600,31.9
4,M348934600,23.57
2,M348934600,39.73
2,M1872033263,85.74
2,M1823072687,56.58
2,M1823072687,33.6
2,M348934600,46.47
2,M348934600,54.32
4,M348934600,63.18
1,M348934600,7.03
6,M1823072687,3.59
1,M348934600,62.02
2,M1823072687,17.51
5,M1888755466,85.74
5,M1823072687,18.34
4,M348934600,52.97
4,M85975013,28.28
4,M1823072687,57.35
4,M1823072687,40.13
5,M348934600,51.07
2,M1823072687,46.09
3,M1823072687,35.36
4,M348934600,5.28
2,M348934600,22.5
3,M1823072687,12.91
2,M348934600,41.74
4,M1823072687,29.88
5,M348934600,35.55
3,M1823072687,41.64
2,M1823072687,22.75
3,M348934600,13.66
4,M348934600,41.33
4,M348934600,24.29
2,M348934600,11.51
2,M1823072687,20.28
6,M348934600,24.01
2,M1823072687,10.76
1,M85975013,4.51
2,M1823072687,3.49
3,M1823072687,23.04
4,M348934600,35.74
4,M151143676,35.58
2,M1823072687,37.16
4,M1823072687,36.6
5,M1823072687,39.92
4,M1823072687,22.07
3,M1823072687,37.83
2,M348934600,12.1
2,M348934600,5.47
0,M1823072687,6.99
4,M85975013,43.58
2,M1823072687,17.52
5,M1823072687,4.73
2,M348934600,10.54
2,M151143676,42.11
3,M348934600,22.85
2,M855959430,29.98
4,M348934600,15.61
2,M1823072687,6.24
5,M1823072687,33.95
2,M1053599405,85.74
2,M1913465890,85.74
4,M348934600,59.57
4,M348934600,19.14
5,M348934600,7.2
3,M348934600,0.85
3,M348934600,44.45
2,M1823072687,18.15
2,M348934600,28.07
3,M1823072687,22.79
4,M1823072687,34.99
2,M348934600,28.7
3,M348934600,1.92
3,M1823072687,35.64
6,M1823072687,44.61
4,M1823072687,17.1
2,M348934600,22.19
5,M1823072687,11.74
2,M1946091778,26
2,M1823072687,18.49
3,M1823072687,19.6
2,M85975013,33.1
4,M348934600,16.62
2,M348934600,10.93
2,M348934600,23.33
4,M348934600,33.8
3,M348934600,38.7
4,M692898500,56.09
3,M348934600,29.77
4,M85975013,56.4
6,M348934600,16.25
5,M1600850729,85.74
2,M348934600,17.83
2,M1823072687,19.6
4,M1823072687,53.54
3,M1823072687,22.88
2,M1823072687,4.49
1,M348934600,18.25
4,M1823072687,49.46
2,M1823072687,2.7
2,M1946091778,53.65
2,M1823072687,17.73
3,M348934600,15.11
3,M348934600,2.14
1,M1823072687,28.75
2,M1823072687,37.83
3,M1823072687,44.26
1,M1823072687,7.86
5,M348934600,13.62
5,M348934600,37.19
2,M348934600,39.87
5,M348934600,0.29
2,M1823072687,51.35
3,M348934600,4.15
6,M1823072687,7.87
3,M1823072687,42.9
1,M1823072687,6.9
3,M348934600,21.65
4,M348934600,6.06
3,M348934600,1.55
4,M1823072687,6.86
2,M348934600,51.08
4,M1823072687,18.97
3,M1823072687,4.28
1,M855959430,0.32
3,M348934600,60.62
3,M348934600,16.35
3,M1823072687,42.73
3,M1823072687,2.58
4,M348934600,25.48
2,M1823072687,16.58
4,M1823072687,11.9
4,M855959430,26.61
2,M1823072687,43.74
2,M348934600,11.74
2,M1823072687,31.16
1,M348934600,16.2
1,M1823072687,41.15
3,M840466850,85.74
3,M348934600,8.83
5,M348934600,6.61
1,M1823072687,64.51
3,M1823072687,10.68
1,M1823072687,9.75
4,M1823072687,23.84
2,M1823072687,38.16
3,M348934600,30.22
2,M1823072687,35.8
2,M1946091778,10.44
1,M348934600,15.48
2,M348934600,38.13
2,M1823072687,33.77
4,M1823072687,29.26
2,M1823072687,26.99
2,M348934600,37.15
3,M348934600,36.98
3,M348934600,49.69
5,M85975013,13.32
3,M1823072687,22
4,M348934600,33.47
2,M348934600,17.45
4,M1823072687,10.88
6,M348934600,25.35
4,M1823072687,28.2
5,M348934600,16.36
1,M1823072687,38.14
1,M1823072687,19.1
2,M85975013,31.33
4,M1823072687,2.29
3,M348934600,39.5
5,M1823072687,33.98
1,M348934600,8.38
5,M348934600,25.74
2,M348934600,0.47
4,M348934600,4.79
2,M1823072687,12.57
3,M348934600,26.73
2,M348934600,62.66
1,M1823072687,17.81
3,M348934600,3.24
6,M1823072687,44.24
4,M1823072687,14.25
2,M1823072687,4
4,M348934600,35.24
5,M1823072687,21.67
1,M1823072687,48.23
5,M348934600,35.43
5,M348934600,17.94
5,M1823072687,41.59
4,M348934600,20.56
4,M1741626453,85.74
4,M1741626453,85.74
1,M348934600,62.78
6,M1823072687,15.48
3,M348934600,30.26
4,M840466850,72.82
4,M1416436880,15.52
4,M348934600,3.43
4,M348934600,50.77
5,M1823072687,14.56
2,M348934600,31.64
2,M1823072687,28.12
6,M1823072687,21.81
4,M348934600,40.05
1,M348934600,49.65
5,M348934600,54.36
4,M1823072687,65.25
5,M348934600,13.65
3,M348934600,41.5
4,M348934600,13.82
1,M1823072687,37.91
4,M348934600,64.89
2,M1823072687,31.44
2,M348934600,15.05
3,M1823072687,23.43
3,M1823072687,28.3
6,M348934600,17.8
3,M1823072687,9.59
2,M1823072687,8.39
2,M1741626453,21.02
2,M348934600,6.59
1,M348934600,17.91
3,M1823072687,59.19
1,M1823072687,5.55
4,M1823072687,29.8
4,M1823072687,52.71
5,M1823072687,25.57
5,M1823072687,26.45
2,M1823072687,3.82
4,M1823072687,16.03
3,M348934600,29.6
1,M1823072687,26.14
1,M348934600,28.86
3,M1823072687,17.26
2,M1823072687,6.28
3,M1823072687,44.86
2,M1823072687,17.94
2,M1823072687,44.02
2,M348934600,67.02
2,M349281107,82.93
4,M1823072687,52.76
2,M85975013,26.6
2,M1823072687,12.05
4,M348934600,27.55
6,M1823072687,9.2
2,M348934600,6.22
3,M1823072687,23.08
3,M1823072687,7.26
3,M1823072687,32.03
6,M1823072687,33.02
6,M1842530320,50.17
2,M1823072687,33.03
3,M209847108,85.74
2,M1053599405,38.63
1,M1823072687,39.11
4,M1823072687,23.76
3,M1823072687,19.73
4,M1823072687,43.25
1,M1823072687,11.19
2,M348934600,24.72
5,M1823072687,63.48
2,M348934600,36.76
3,M348934600,47.85
3,M1823072687,54.67
2,M348934600,18.28
2,M348934600,55.97
3,M1823072687,50.46
3,M1823072687,42.9
3,M348934600,24.25
4,M1823072687,52.09
2,M348934600,35.46
2,M1823072687,3.69
1,M1823072687,30.61
2,M1823072687,47.84
2,M348934600,31.28
3,M1823072687,43.24
2,M1823072687,3.57
5,M1946091778,7.93
3,M348934600,11.13
3,M1823072687,58.32
6,M1823072687,2.54
5,M1823072687,40.09
1,M1823072687,35.49
3,M209847108,85.74
3,M1823072687,57.7
4,M85975013,83.52
2,M348934600,27.01
2,M348934600,31.3
1,M1823072687,7.26
4,M348934600,47.09
2,M1823072687,65.66
3,M1823072687,13.89
2,M1823072687,49.02
5,M348934600,2.03
5,M1823072687,40.48
2,M348934600,36.32
3,M348934600,18.94
3,M1823072687,18.92
3,M348934600,17.61
2,M348934600,42.79
2,M348934600,57.59
3,M348934600,69.41
3,M1823072687,26.1
5,M1823072687,4.83
1,M1823072687,6.66
1,M1400236507,52.84
2,M1823072687,3.06
3,M348934600,17.46
6,M348934600,20.73
5,M348934600,13.31
2,M1823072687,59.81
6,M348934600,27.71
5,M348934600,34.99
4,M348934600,15.18
1,M1823072687,31.85
1,M1823072687,13.71
5,M348934600,23.42
3,M1823072687,55.3
4,M348934600,8.1
5,M1823072687,4.23
1,M151143676,85.74
2,M1823072687,17.42
2,M1823072687,7.59
4,M1823072687,0.71
2,M1823072687,31.73
3,M348934600,18.55
4,M1823072687,12.61
2,M1823072687,14.8
3,M348934600,41.55
4,M348934600,23.13
3,M85975013,40.46
3,M1823072687,5.81
2,M1823072687,18.22
2,M1823072687,10.33
2,M348934600,18.34
1,M1823072687,52.9
3,M17379832,85.74
5,M17379832,85.74
3,M348934600,66.95
3,M348934600,34.72
3,M85975013,26.38
1,M1823072687,53.92
3,M348934600,10.32
3,M1823072687,23.47
3,M209847108,2.31
4,M85975013,63.01
4,M348934600,29.91
3,M1823072687,15.22
2,M1823072687,7.86
1,M348934600,58.02
1,M1823072687,41.07
3,M348934600,30.66
3,M480139044,85.74
3,M692898500,85.74
2,M348934600,14.47
2,M1823072687,22.87
4,M348934600,23.54
4,M1823072687,30.65
2,M85975013,25.19
4,M1823072687,9.27
5,M1823072687,18.29
4,M1823072687,4.33
4,M480139044,85.74
2,M348934600,48.07
4,M1823072687,14.74
4,M1823072687,24.48
5,M348934600,27.84
1,M348934600,12.22
1,M348934600,40.73
4,M1823072687,21.11
2,M1535107174,23.01
2,M1823072687,41.4
5,M348934600,11.68
4,M1823072687,46.3
4,M1823072687,43.69
5,M1823072687,19.88
2,M1823072687,77.37
2,M348934600,0.89
2,M151143676,27.4
6,M1823072687,22.69
2,M1823072687,32.68
5,M348934600,6.65
3,M1823072687,7.3
3,M1823072687,22.65
2,M348934600,6.75
1,M348934600,8.52
5,M348934600,31.59
5,M1823072687,46.49
2,M1823072687,7.11
5,M1823072687,2.55
3,M1823072687,63.63
2,M1823072687,40.47
1,M1823072687,38.39
2,M1823072687,3.86
2,M1823072687,19.31
5,M1823072687,30.37
3,M1823072687,23.6
2,M348934600,44.79
2,M1823072687,11.38
5,M1946091778,68.34
5,M1823072687,8.92
2,M1823072687,14.8
6,M348934600,39.13
6,M1823072687,24.81
5,M1823072687,44.18
6,M1823072687,12.2
1,M1842530320,85.74
4,M151143676,33.18
4,M480139044,85.74
4,M1053599405,85.74
6,M348934600,12.21
5,M85975013,5.74
4,M348934600,31.33
6,M1842530320,5.86
4,M349281107,84.1
2,M1823072687,12.55
5,M348934600,59.88
5,M1823072687,16.34
4,M480139044,85.74
2,M480139044,85.74
3,M1823072687,29.69
6,M348934600,0.18
2,M151143676,53.41
4,M1600850729,69.92
3,M1823072687,45.83
2,M1823072687,47.98
4,M1823072687,38.27
6,M1823072687,34.55
2,M1888755466,34.31
2,M1823072687,25.7
2,M348934600,66.34
2,M1823072687,0.49
4,M1823072687,39.19
5,M348934600,6.81
4,M348934600,53.64
2,M348934600,85.74
2,M1823072687,19.85
4,M1823072687,8.84
2,M348934600,18.89
2,M1823072687,6.56
2,M1823072687,24.02
4,M1823072687,39.51
6,M1823072687,7.29
5,M1823072687,18.84
3,M348934600,34.65
3,M348934600,41.75
5,M348934600,31.06
3,M1823072687,47.2
4,M1823072687,34.42
2,M348934600,5.9
3,M85975013,46.32
3,M1823072687,21.45
2,M1823072687,10.89
1,M1823072687,16.79
6,M1823072687,44.98
3,M1823072687,24.33
2,M348934600,25.73
2,M1823072687,7.85
3,M1823072687,29.96
1,M1823072687,34.19
4,M1823072687,31.43
4,M1823072687,35.87
3,M348934600,63.87
3,M348934600,4.7
2,M348934600,26.2
5,M348934600,39.29
1,M50039827,59.13
5,M50039827,85.74
2,M1823072687,42.37
5,M1823072687,64.87
1,M348934600,24.82
6,M1823072687,15.66
4,M1823072687,34.69
2,M1823072687,32.19
2,M85975013,18.77
2,M348934600,3.95
3,M348934600,56.11
3,M1823072687,36.39
3,M348934600,36.42
2,M480139044,85.74
2,M50039827,13.68
5,M1823072687,52.42
5,M1823072687,61.07
5,M151143676,84.97
5,M1823072687,7.03
5,M1823072687,34.92
2,M1823072687,14.21
3,M348934600,40.22
4,M1823072687,11.1
2,M348934600,19.56
5,M151143676,61.18
2,M348934600,21.76
3,M1823072687,31.13
4,M348934600,39.58
3,M1823072687,11.9
4,M1053599405,85.74
3,M348934600,40.71
5,M1823072687,11.32
1,M1823072687,25.61
3,M1823072687,37.4
3,M1823072687,14.98
2,M348934600,26.02
4,M1823072687,13.09
2,M1823072687,12.91
4,M348934600,39.83
1,M1823072687,23.57
3,M1823072687,15.05
5,M209847108,85.74
5,M78078399,55.91
4,M85975013,49.2
2,M1823072687,18.24
5,M348934600,2.77
4,M1823072687,1.35
5,M1823072687,75.53
1,M1946091778,85.74
2,M348934600,41.14
2,M1823072687,11.45
2,M1823072687,1.41
4,M348934600,28
1,M1823072687,1
4,M1946091778,45.25
2,M1823072687,23.63
2,M1823072687,28.8
2,M1823072687,32.15
2,M348934600,36.14
4,M1823072687,0.73
3,M1823072687,22.14
6,M348934600,13.5
6,M348934600,47.72
1,M348934600,40.07
5,M1823072687,42.47
4,M1823072687,5.16
3,M1823072687,36.97
2,M209847108,52.54
4,M1823072687,27.29
6,M1823072687,23.16
3,M1823072687,5.27
3,M1823072687,41.13
2,M348934600,8.9
2,M348934600,45.12
6,M1600850729,0.54
3,M348934600,22.27
2,M1823072687,40.83
3,M348934600,1.64
3,M85975013,22.07
3,M85975013,11.81
4,M348934600,38.26
4,M209847108,23.66
4,M78078399,0.11
1,M348934600,11.07
2,M1823072687,17.15
5,M1053599405,85.74
2,M348934600,17.67
3,M348934600,44
5,M85975013,22.38
2,M348934600,11.36
2,M1823072687,26.92
4,M85975013,44.77
3,M1823072687,41.65
1,M1823072687,10.77
4,M547558035,30.36
6,M348934600,0.69
6,M1823072687,35.19
4,M1823072687,7.63
6,M1823072687,31.88
5,M1823072687,30.19
4,M1823072687,51.88
2,M85975013,84.86
1,M1823072687,25.82
5,M1823072687,37.95
2,M1823072687,46
4,M348934600,39.98
3,M151143676,44.15
4,M1823072687,0.31
2,M348934600,41.38
6,M1823072687,4.05
3,M1823072687,13.15
3,M1823072687,4.4
2,M1053599405,85.74
2,M1913465890,70.21
3,M1823072687,25.15
4,M1823072687,23.47
2,M1823072687,32.99
2,M1823072687,12.11
2,M348934600,20.9
3,M348934600,50.5
4,M348934600,42.37
3,M547558035,85.74
1,M348934600,19.59
3,M348934600,4.05
1,M1823072687,24.34
2,M1823072687,24.79
2,M1823072687,2.2
3,M1823072687,39.73
4,M1823072687,29.48
2,M1823072687,36.81
3,M348934600,4.35
2,M348934600,15.96
6,M348934600,46.42
2,M348934600,6.19
4,M348934600,27.83
1,M1823072687,44.3
6,M1823072687,2.35
2,M1823072687,12.4
5,M348934600,5.35
2,M1823072687,22.17
4,M1823072687,13.15
2,M348934600,12.33
6,M151143676,23.47
2,M348934600,25.49
6,M1823072687,61.66
3,M348934600,3.36
3,M348934600,5.92
2,M348934600,9.39
2,M1823072687,1.09
3,M348934600,85.74
4,M1823072687,30.62
2,M1823072687,59.6
3,M348934600,46.34
2,M348934600,19.86
3,M1823072687,15.35
3,M348934600,36.51
3,M348934600,37.54
3,M1823072687,27.72
5,M348934600,29.39
4,M1823072687,23.7
4,M1823072687,10.59
4,M348934600,34.27
2,M348934600,20.08
3,M348934600,17.13
4,M348934600,28.34
1,M1823072687,4.14
1,M1823072687,1.03
2,M1823072687,21.31
1,M1823072687,29.6
6,M1823072687,4.33
3,M1823072687,46.36
3,M1823072687,14.85
3,M348934600,24.41
2,M855959430,58.31
2,M1823072687,25.21
4,M348934600,23.83
2,M1823072687,41.13
4,M1823072687,67.97
3,M1823072687,10.03
3,M1823072687,27.38
6,M348934600,4.34
3,M85975013,19.51
3,M1823072687,0.14
2,M348875670,67.69
3,M348934600,20.89
3,M1823072687,32.06
1,M348934600,31.48
2,M348934600,20.22
3,M348934600,12.41
5,M1823072687,30.64
1,M348934600,13.14
3,M1823072687,30.56
4,M1823072687,44.63
1,M348934600,10.05
2,M348934600,51.16
1,M348934600,53.35
2,M348934600,5.06
5,M855959430,81.94
2,M348934600,28.79
1,M1823072687,10.29
2,M1823072687,32.31
3,M348934600,50.96
6,M1823072687,28.6
2,M348934600,2.04
1,M348934600,19.82
3,M1823072687,31.2
1,M348934600,15.56
3,M855959430,29.33
4,M348934600,15.4
4,M348934600,5.45
3,M85975013,42.97
2,M348934600,39.67
1,M348934600,27.25
2,M348934600,5.47
6,M348934600,32.79
3,M348934600,19.27
4,M1823072687,23.49
6,M348934600,18.63
3,M348934600,69.86
3,M1823072687,12.34
4,M151143676,85.74
4,M1823072687,45.6
1,M1823072687,55.77
5,M840466850,26.28
2,M348934600,21.85
2,M1823072687,57.85
3,M348934600,20.65
4,M1823072687,55.71
2,M348934600,3.97
3,M348934600,10.22
3,M348934600,1.31
3,M1823072687,10.55
4,M348934600,27.88
4,M1823072687,42.18
2,M85975013,59.27
3,M348934600,38.46
5,M1823072687,1.62
5,M1823072687,22.97
6,M1823072687,16.88
5,M348934600,49.14
2,M1823072687,21.56
3,M1823072687,42.33
2,M348934600,34.83
4,M1823072687,34.54
3,M348934600,52.81
1,M1823072687,46.66
3,M1823072687,24.12
3,M1823072687,10.51
2,M348934600,42.27
3,M1823072687,22.41
2,M348934600,2.24
2,M348934600,1.31
4,M348934600,45.67
3,M348934600,21.24
2,M1823072687,14.15
4,M1823072687,37.75
2,M1823072687,53.96
2,M348934600,29.03
2,M348934600,27.85
2,M1823072687,37.5
3,M1823072687,9.04
2,M348934600,35.98
3,M348934600,5.63
6,M1823072687,14.11
5,M1823072687,56.07
4,M1823072687,26.84
2,M1823072687,38.16
2,M1823072687,37.64
1,M1823072687,29.69
3,M348934600,19.83
2,M1823072687,63.43
4,M1823072687,2.48
2,M151143676,51.94
4,M1823072687,18.87
4,M349281107,39.45
4,M348934600,21.98
2,M1823072687,37.81
4,M1823072687,35.8
2,M1823072687,24.08
1,M1823072687,27.52
3,M348934600,54.94
2,M1823072687,44.35
2,M1823072687,38.65
5,M348934600,2.39
1,M348934600,20.03
2,M348934600,49.16
2,M1823072687,17.73
4,M1823072687,8.84
3,M1823072687,31.12
3,M1823072687,4.6
4,M348934600,11.6
2,M348934600,17.49
3,M151143676,5.6
3,M1823072687,12.06
5,M855959430,11.75
3,M1823072687,58.73
4,M348934600,5.33
4,M1823072687,15.19
3,M348934600,13.32
2,M348934600,19.92
2,M1823072687,52.27
